
Start_ns, stop_ns,  spent_ns
123756914, 125261599, 1504685
125386742, 126742399, 1355657
126865256, 128363199, 1497943
128489371, 129810628, 1321257
129933142, 131421371, 1488229
131548114, 132851542, 1303428
132972685, 134441828, 1469143
134566514, 135862399, 1295885
135984114, 137482514, 1498400
137607085, 138901028, 1293943
139179085, 140533257, 1354172
140657028, 141971885, 1314857
142243885, 143597028, 1353143
143720228, 145167085, 1446857
145295657, 146723199, 1427542
146845371, 148317257, 1471886
148442171, 149794628, 1352457
149917485, 151408228, 1490743
151533142, 152835428, 1302286
152957828, 154439999, 1482171
154567542, 155861942, 1294400
155984571, 157462742, 1478171
158303085, 159814742, 1511657
159939428, 161420799, 1481371
161546171, 162871314, 1325143
163151657, 164503085, 1351428
164627771, 165914971, 1287200
166197028, 167590971, 1393943
167713828, 169020456, 1306628
169288457, 170619314, 1330857
170740228, 172254514, 1514286
172380114, 173740571, 1360457
173861828, 175339657, 1477829
175463428, 176810628, 1347200
176932342, 178426971, 1494629
178551657, 179875314, 1323657
180002171, 181512114, 1509943
181635657, 182977828, 1342171
183250399, 184602056, 1351657
184723085, 186246742, 1523657
186370171, 187730171, 1360000
187850971, 189331199, 1480228
189455199, 190792914, 1337715
190913942, 192423657, 1509715
192548342, 193857028, 1308686
193977371, 195464799, 1487428
195587771, 196893142, 1305371
